4.00000000e+01	3.40000000e+01	2.80000000e+01	3.40000000e+01	3.40000000e+01	2.80000000e+01	3.40000000e+01	4.00000000e+01	3.80000000e+01	4.00000000e+01	4.00000000e+01	4.00000000e+01	2.60000000e+01	2.80000000e+01	4.20000000e+01	2.60000000e+01	2.60000000e+01	2.80000000e+01	3.60000000e+01	3.60000000e+01	4.20000000e+01	2.60000000e+01	4.20000000e+01	3.80000000e+01	3.60000000e+01	3.60000000e+01	3.60000000e+01	3.60000000e+01	3.60000000e+01	4.00000000e+01	3.80000000e+01	4.00000000e+01	4.20000000e+01	-3.62918749e-02
6.00000000e+00	1.20000000e+01	1.40000000e+01	1.20000000e+01	1.20000000e+01	1.40000000e+01	1.20000000e+01	6.00000000e+00	8.00000000e+00	6.00000000e+00	6.00000000e+00	1.00000000e+01	1.00000000e+01	1.40000000e+01	8.00000000e+00	1.00000000e+01	1.00000000e+01	1.40000000e+01	6.00000000e+00	6.00000000e+00	8.00000000e+00	1.00000000e+01	8.00000000e+00	8.00000000e+00	6.00000000e+00	8.00000000e+00	8.00000000e+00	8.00000000e+00	8.00000000e+00	1.00000000e+01	8.00000000e+00	4.00000000e+00	8.00000000e+00	4.80186462e-01
7.18897576e+02	7.50581360e+02	7.31291624e+02	7.47700170e+02	7.47641445e+02	7.30329058e+02	7.50136631e+02	7.10430495e+02	7.27370060e+02	7.10392977e+02	7.08896313e+02	7.62229035e+02	6.77531842e+02	7.27807270e+02	7.41842817e+02	6.75889714e+02	6.75771801e+02	7.27157111e+02	6.81836020e+02	6.81820083e+02	7.42508031e+02	6.75302037e+02	7.42303270e+02	7.25169854e+02	6.80890856e+02	7.06066751e+02	7.06004109e+02	7.05239459e+02	7.05843971e+02	7.58784507e+02	7.22081408e+02	6.81066855e+02	7.39189714e+02	4.64002460e-01
1.00000000e+00	7.03569899e-01	6.91135146e-01	6.69172850e-01	6.61553684e-01	6.55034971e-01	6.50683356e-01	5.97020194e-01	5.85167522e-01	5.67247391e-01	5.55981661e-01	5.19487304e-01	5.14542771e-01	4.87725410e-01	4.86151316e-01	4.84494670e-01	4.82214799e-01	4.81258996e-01	4.75344827e-01	4.71483032e-01	4.67878359e-01	4.63316700e-01	4.57717563e-01	4.53360294e-01	4.40180524e-01	4.31137842e-01	4.20086010e-01	4.16416431e-01	4.08105272e-01	4.06475444e-01	3.96365504e-01	3.80770513e-01	3.67143363e-01	6.93306255e+00
5.39369404e-01	2.62269765e-01	-1.18687475e+00	2.30340376e-01	2.26087302e-01	-8.94672036e-01	2.58072466e-01	9.75901425e-01	-2.03795075e+00	3.82719874e-01	9.30792630e-01	-2.29988647e+00	3.72583580e+00	-9.87278938e-01	-1.29188418e-01	3.69376087e+00	3.70991230e+00	-1.04386842e+00	4.99396658e+00	5.05363655e+00	-2.04650655e-01	3.76290059e+00	-2.08538964e-01	-2.02149391e+00	5.30013323e+00	-6.55591711e-02	-6.77444041e-02	-2.21691847e-01	-6.98170438e-02	-2.39205289e+00	-3.92299223e+00	-3.37241516e-02	-1.80449873e-01	3.47127953e+01
6.48164868e-01	5.26650071e-01	-3.49258959e-01	5.22439301e-01	5.60366511e-01	-6.99568987e-02	5.18239737e-01	9.73994434e-01	-4.74274731e+00	5.34344494e-01	9.54361975e-01	-3.51270914e-01	5.53738892e-01	-3.98159981e-01	1.90390348e+00	5.74897230e-01	5.65061271e-01	-3.73057395e-01	-3.91870928e+00	-3.92203808e+00	1.66633356e+00	5.42054474e-01	1.67270207e+00	-4.73728323e+00	-3.97424388e+00	-3.08486986e+00	-3.02120590e+00	-2.79649282e+00	-3.07356882e+00	-7.11083040e-02	-3.82816172e+00	2.97771484e-01	1.63277411e+00	1.97769989e+02
5.99391758e-01	-3.27902579e+00	-8.01162124e-01	-3.24005890e+00	-3.15078497e+00	-7.82968819e-01	-3.26867580e+00	6.46547794e-01	5.43479156e+00	5.70226490e-01	6.16595924e-01	-4.21760321e-01	-1.04573894e+00	-7.04568744e-01	-7.62548828e+00	-1.04544401e+00	-1.04544818e+00	-7.54318416e-01	-3.63970613e+00	-3.60642838e+00	-8.02689648e+00	-1.04354346e+00	-8.04777431e+00	4.87639666e+00	-3.96336317e+00	4.68911552e+00	4.73515797e+00	5.18258286e+00	4.75692129e+00	-3.60281587e-01	5.74606323e+00	3.91646361e+00	-8.22327423e+00	6.87483251e-01
-3.19067478e+00	-6.61557555e-01	4.21738434e+00	-6.51107371e-01	-6.57234848e-01	3.71714735e+00	-6.59996450e-01	-3.51210856e+00	1.77069053e-01	-3.11108303e+00	-3.50080109e+00	-9.80322003e-01	-2.51183733e-02	4.18368149e+00	-1.30757093e-01	-1.71625670e-02	-2.02930830e-02	4.17489433e+00	-1.19328279e+01	-1.17071085e+01	1.10989451e-01	-2.84344014e-02	1.18715830e-01	1.64481461e-01	-9.77138996e+00	8.56472015e+00	8.50125408e+00	8.53816032e+00	8.50413322e+00	-1.18782592e+00	-2.92856656e-02	-1.00553393e+00	4.07624058e-02	2.29610577e+01
5.38083839e+00	-1.91393530e+00	-1.04009479e-01	-1.90371895e+00	-1.93071651e+00	-5.54456636e-02	-1.91063619e+00	2.94829488e+00	-2.22798443e+00	5.25663614e+00	2.97939825e+00	6.88844776e+00	-5.82207322e-01	-5.59703372e-02	8.83122802e-01	-5.77292800e-01	-5.79892695e-01	-5.51268160e-02	-5.54452837e-01	-5.91313303e-01	9.69889402e-01	-5.87142587e-01	9.65794027e-01	-1.88485539e+00	-6.88622892e-01	3.07244444e+00	2.98883080e+00	3.54486179e+00	3.02027583e+00	5.98308325e+00	5.21226048e-01	3.70884109e+00	1.00292194e+00	7.15983689e-01
4.17290211e-01	3.30411005e+00	-7.71088171e+00	3.24172187e+00	3.33171439e+00	-9.16325092e+00	3.30458927e+00	2.30910480e-01	-1.40432358e-01	4.33155954e-01	2.30365112e-01	-2.00203705e+00	-5.43913782e-01	-6.40722799e+00	8.08479130e-01	-5.38051248e-01	-5.39125443e-01	-6.37062359e+00	3.91540504e+00	3.93791008e+00	3.87767971e-01	-5.46621323e-01	3.97510856e-01	-1.54396385e-01	3.88249111e+00	5.10496616e-01	5.37468255e-01	7.08742976e-01	5.35589755e-01	-3.15722060e+00	-1.42667636e-01	-1.09174681e+00	3.19643885e-01	4.03858632e-01
